id,username,created_at,lng,lat,text
1517683167129489408,GODISMlKEY,Sat Apr 23 01:53:58 +0000 2022,-95.44648649999999,29.838495,@livingthroughJ LMFAOOOO
1517683167657963527,ElectaWing,Sat Apr 23 01:53:59 +0000 2022,-98.319925,38.498196,@csujake @JamesRecotta @JeremyTate41 Please explain.
1517683169696354311,TREVORxCOHEN,Sat Apr 23 01:53:59 +0000 2022,-87.732013,41.8335845,The phrase “pardon me” is a bit of an overreaction
1517683169654456320,pissyopants1,Sat Apr 23 01:53:59 +0000 2022,-90.011008,29.982601,Ate that bih like a soft shell crab
1517683170493222912,gr888shopper,Sat Apr 23 01:53:59 +0000 2022,-75.74111450000001,41.370639,#PerjuryTaylorGreeneBless her lying treasonous heart…… https://t.co/mfwD2B0tbv
1517683171374080001,badhopper,Sat Apr 23 01:53:59 +0000 2022,-96.7349005,33.061242500000006,@mikeadam16 @TuppsBrewery @ManvsAle @beerhunter74 @ephoustonbill @TammyJaben @sode_kate @JonMontag @JohanBBT… https://t.co/bVhH5AYU3v
1517683172858810370,MattGoldman28,Sat Apr 23 01:54:00 +0000 2022,-82.985772,39.9946835,Preview of THE Game in lacrosse…
1517683173064388610,ntrobertson1011,Sat Apr 23 01:54:00 +0000 2022,-89.5694915,44.900818,Up 5-2 in a 3rd set and on serve for the overall match is exactly where you want to be! Finish strong @rmertena
1517683174574374913,Stephan19586329,Sat Apr 23 01:54:00 +0000 2022,-82.6694675,40.365159500000004,She just explained it. On the stste seal. Just because you are trying to screw her citizens from their vote. That i… https://t.co/32c2GePA0y
1517683174830129152,ChathamTodd,Sat Apr 23 01:54:00 +0000 2022,-77.2369685,38.8051145,@PaulineAaron7 Is that a condition you have often?
1517683175245418497,NickBrownlow_,Sat Apr 23 01:54:00 +0000 2022,-83.1738665,32.6782075,@lensofmike Thanks Michael :)
1517683175903924230,AmbitiousGirlLu,Sat Apr 23 01:54:00 +0000 2022,-82.207437,33.470772,@SmithhhNicolee @1stClass_Keem Thank you baby ❤️🤞🏾
1517683176545607681,IceBear_Bella,Sat Apr 23 01:54:01 +0000 2022,-96.991828,33.042437,"@SolidarityCats Cops don't write legislation. I'm just saying, words matter and legal definitions are important."
1517683176503607296,olmos_nick,Sat Apr 23 01:54:01 +0000 2022,-120.58340150000001,44.1454365,@BolWrld Even you don’t believe that
1517683177430597638,ImJimR87,Sat Apr 23 01:54:01 +0000 2022,-87.382054,39.457639,@AndyF220 Amen. Thank you.
1517683177564905472,baavri,Sat Apr 23 01:54:01 +0000 2022,-78.487448,38.0400365,Another pic with this lovely butterfly! 🦋 https://t.co/hblp4YL3N7
1517683178768642048,olydebrookz,Sat Apr 23 01:54:01 +0000 2022,-74.88551,40.041492,WE OUTTSIDEEEEEEEEEEEE #ForeignsEverywherr
1517683178982584320,dbrevitz,Sat Apr 23 01:54:01 +0000 2022,-95.2356415,38.9694557,Dessert!! - Drinking a Long Route Peanut Butter Porter by @EmpyreanBrewing at @merchantsonmass  — https://t.co/jx2XOFBS7r
1517683180291211264,C_RiverDragons,Sat Apr 23 01:54:02 +0000 2022,-85.08841699999999,32.524128000000005,"Fans, don’t forget about our grey jersey auction on the @DASHauction app! Bid on your favorite now! https://t.co/XfEYnNyEGa"
1517683179930411008,parkhopperzach,Sat Apr 23 01:54:01 +0000 2022,-81.5903435,28.546118999999997,Lazy lagoon night https://t.co/vs433pZjdF
1517683180844769281,sarah_meeres,Sat Apr 23 01:54:02 +0000 2022,-76.593943,24.074967,@Faleeshaj Body spray out of the shower whiles damp and perfume of choice once ready 👌🏽
1517683180966395904,thinkbigwithmz,Sat Apr 23 01:54:02 +0000 2022,-89.92202900000001,35.1335205,@JohnMartin929 Some of those players that jumped ship so quickly should have had some bigger life preservers and a… https://t.co/CaAtXTR6H8
1517683181234769920,alexisweest,Sat Apr 23 01:54:02 +0000 2022,-149.7587945,61.2350425,Told him I need a tampon he asked how many I said I use 5 at a time so Mf brings me 10 at work
1517683181373243393,NotoriousRBF,Sat Apr 23 01:54:02 +0000 2022,-77.0143985,38.898602999999994,@MollyJongFast The kids are not alright https://t.co/IzMk5fnDTT
1517683181746630657,24blackwell_bry,Sat Apr 23 01:54:02 +0000 2022,-74.9904305,39.818175,Damn bucks
1517683182233178112,keepnupwquan,Sat Apr 23 01:54:02 +0000 2022,-83.804475,27.698681999999998,- #1 rule in life do what makes you happy &amp; fck what them people think &amp; say!!!
1517683183147528193,meer_nats,Sat Apr 23 01:54:02 +0000 2022,-76.8480685,39.065006,Wait. What’s the argument? What’s I miss? “Unwritten rules???
1517683185332723712,Ruby_8385,Sat Apr 23 01:54:03 +0000 2022,-85.05972750000001,41.374190999999996,"@OldGrumble @realchrisrufo Oh well, blame Disney."
1517683185659830277,_dawnw81,Sat Apr 23 01:54:03 +0000 2022,-83.1738665,32.6782075,Screaming 😂😂😂😂😂
1517683185622081539,MatthewASoprano,Sat Apr 23 01:54:03 +0000 2022,-83.16123350000001,42.2093935,@tigermike1975 @sharpcutco @Mikerizzo1987 @Fopakjak I've been waiting for one of these *nuclear bonk* https://t.co/RNQN4wUTN7
1517683186259705861,RichYungFM,Sat Apr 23 01:54:03 +0000 2022,-75.77004099999999,42.746617,Prolly gonna finish watching hood 2 hood 3 tomorrow
1517683186259660800,__VSmithII,Sat Apr 23 01:54:03 +0000 2022,-95.44648649999999,29.838495,I’m sick
1517683186339356672,RevAndyKarlson,Sat Apr 23 01:54:03 +0000 2022,-89.5694915,44.900818,@MamezyDC Somehow Dick Diet Coke doesn't have the same panache
1517683187123724288,Connor_DelPrete,Sat Apr 23 01:54:03 +0000 2022,-84.433106,33.7671945,@davsolanas I deserved that
1517683188239241217,staceyxcatalina,Sat Apr 23 01:54:03 +0000 2022,-122.2302225,38.114777000000004,i should be in line for allblack rn. IM SICK😭
1517683188369297408,matthewjkaner,Sat Apr 23 01:54:03 +0000 2022,-118.4119065,34.0207895,@calspieth @alienfrens is you fren yet?!?!?! whatup fam! 🖖🏻 https://t.co/ylX8ncg9fm
1517683189904384000,cjjohns50,Sat Apr 23 01:54:04 +0000 2022,-121.9719265,38.362843999999996,@markwahlberg I love you mark. A old fan
1517683190055555078,dallen_troy,Sat Apr 23 01:54:04 +0000 2022,-80.13296249999999,25.816965500000002,@VicLombardi @Avalanche Rocket launcher initiated
1517683190395293698,pammyjill13,Sat Apr 23 01:54:04 +0000 2022,-82.53435400000001,28.4838475,@BornThisWayBlog @Bidar411 @kevinomccarthy @GOPLeader You got it. Deflect.  Yell “Squirrel!”
1517683193209573377,RuralOntWoman,Sat Apr 23 01:54:05 +0000 2022,-80.3537985,42.661813,"My turn. #Omicron cough, sore throat. Wish me luck. I'm fully vax'd and boostered."
1517683193234792450,ryan17dflips,Sat Apr 23 01:54:05 +0000 2022,-78.8444748,42.9826241,Drinking a Square Two by Zeus Brewing Company @ The Hoppy Hideaway — https://t.co/6zU7qE394z
1517683195730444288,cwilliams1113wy,Sat Apr 23 01:54:05 +0000 2022,-103.23341049999999,44.075227,@AlvinaMcHale @DemocraticDaisy @ericswalwell A cap on co pays...Trump sign an executive order that lowered the cost… https://t.co/yk9aJjQDg2
1517683197039071232,Just_StayCoolin,Sat Apr 23 01:54:06 +0000 2022,-83.1738665,32.6782075,The fucking hawks dawg wtf nate u have to make adjustments in the 3rd
1517683197135437826,ArWheelz,Sat Apr 23 01:54:06 +0000 2022,-100.0768885,31.1688935,@shanemarr66 @TheDesertDaddy Probably yes.
1517683197735276546,HighPointKing37,Sat Apr 23 01:54:06 +0000 2022,-79.99535850000001,35.995054499999995,@TinyTweeter00 Ayyyyeeee what u sipping
1517683198053937154,Moon71231048,Sat Apr 23 01:54:06 +0000 2022,-115.037412,36.105865,What I would like to know regarding what we have learned about the McCarthy tapes is why in the hell didn't Liz Cha… https://t.co/6tSF5EOdHT
1517683198116958213,sportsguyjose,Sat Apr 23 01:54:06 +0000 2022,-98.5406515,29.417501,@TechnoWrestling @WWEonFOX @WWERomanReigns @SamiZayn We love a Wire gif
1517683198486011905,GradybabyMunk,Sat Apr 23 01:54:06 +0000 2022,-83.1738665,32.6782075,This is some bitch ass basketball
1517683198448316417,Dominic00719779,Sat Apr 23 01:54:06 +0000 2022,-75.117998,40.0048655,Verizon shares tumble as rising inflation dents wireless forecast https://t.co/U0HilxGwkw via @nypost
